Date,X,Y,Debris,Trash1,NoTrash2
16/07/2012,-146.2833333,29.98333333,1,0,0
16/07/2012,-146.9666667,28.51666667,1,0,0
16/07/2012,-141.0833333,30.25,1,0,0
17/07/2012,-150.05,25.93333333,1,0,0
17/07/2012,-156.2666667,21.1,0,0,0
17/07/2012,-154.4333333,22.91666667,0,0,0
17/07/2012,-151.4,25.96666667,0,0,0
17/07/2012,-149.6333333,26.85,1,0,0
17/07/2012,-148.6833333,26.36666667,0,0,0
17/07/2012,-147.4,27.4,0,0,0
17/07/2012,-146.0833333,32.08333333,1,0,0
17/07/2012,-147.3166667,28.88333333,1,0,0
17/07/2012,-148.8833333,27.63333333,1,0,0
17/07/2012,-149.8,26.81666667,1,0,0
17/07/2012,-141.65,33.01666667,0,0,0
17/07/2012,-144.5166667,29.08333333,1,0,0
18/07/2012,-152.9666667,23.38333333,0,0,0
18/07/2012,-154.1833333,23.45,0,0,0
18/07/2012,-152.0333333,24.45,0,0,0
18/07/2012,-150.7333333,24.01666667,0,0,0
18/07/2012,-149.05,30.4,0,0,0
18/07/2012,-150.0833333,27.71666667,1,0,0
18/07/2012,-149.4333333,25.73333333,0,0,0
18/07/2012,-150.9,25.01666667,1,0,0
18/07/2012,-152.05,24.86666667,0,0,0
18/07/2012,-143.5833333,31.86666667,1,0,0
18/07/2012,-146.45,28.51666667,1,0,0
20/07/2012,-156.6166667,21.05,0,0,0
20/07/2012,-154.7666667,22.71666667,0,0,0
20/07/2012,-152.45,26.43333333,0,0,0
07/07/2012,-126.2333333,47.05,1,0,0
08/07/2012,-125.9,46.11666667,0,0,0
08/07/2012,-125.5166667,46.1,1,0,0
08/07/2012,-126.0833333,42.43333333,1,0,0
09/07/2012,-126.7,41.23333333,0,0,0
09/07/2012,-126.3666667,42.03333333,0,0,0
09/07/2012,-126.0833333,43.3,1,0,0
09/07/2012,-126.7666667,43.18333333,1,0,0
10/07/2012,-130.5166667,37.63333333,1,0,0
10/07/2012,-128.9666667,37.53333333,0,0,0
10/07/2012,-127.45,40.76666667,1,0,0
10/07/2012,-127.9666667,40.11666667,1,0,0
11/07/2012,-130.4666667,36.25,1,0,0
11/07/2012,-134.1333333,34.55,1,0,0
11/07/2012,-130.4666667,38.36666667,1,0,0
12/07/2012,-134.05,33.56666667,1,0,0
12/07/2012,-133.6166667,34.68333333,1,0,0
12/07/2012,-132.9666667,37.6,1,0,0
12/07/2012,-130.0333333,33.91666667,1,0,0
12/07/2012,-134.95,34.93333333,1,0,0
13/07/2012,-137.7166667,34.23333333,1,0,0
13/07/2012,-137.05,33.3,0,0,0
13/07/2012,-137.7666667,31.55,1,0,0
13/07/2012,-132.2333333,37.43333333,0,0,0
14/07/2012,-142.3666667,32.51666667,1,0,0
14/07/2012,-141.3166667,33.38333333,1,0,0
14/07/2012,-141.0666667,33.98333333,1,0,0
14/07/2012,-140.8666667,30.41666667,1,0,0
15/07/2012,-144.2666667,31.96666667,0,0,0
15/07/2012,-143.6,31.93333333,1,0,0
15/07/2012,-144.05,29.53333333,1,0,0
16/07/2012,-148.05,28,0,0,0
16/07/2012,-143.8166667,27.51666667,1,0,0
20/07/2012,-154.3166667,23.38333333,0,0,0
20/07/2012,-155.3166667,22.28333333,0,0,0
20/07/2012,-156.15,21.88333333,0,0,0
20/07/2012,-147.05,30.05,0,0,0
20/07/2012,-149.4,25.1,0,0,0
21/07/2012,-154.1333333,24.21666667,0,0,0
21/07/2012,-155.6166667,21.78333333,0,0,0
21/07/2012,-156.0333333,21.61666667,0,0,0
09/07/2012,-126.5166667,43.75,0,0,0
05/08/2012,-155.7362,29.62301667,0,0,0
09/07/2012,-125.95,43.61666667,0,0,0
09/07/2012,-125.9666667,43.58333333,1,0,0
09/07/2012,-125.9833333,43.53333333,1,0,0
09/07/2012,-126.15,43.51666667,1,0,0
09/07/2012,-125.05,43.38333333,0,0,0
10/07/2012,-127.0166667,41.7,0,0,0
10/07/2012,-127.35,41.35,1,0,0
10/07/2012,-127.6833333,40.61666667,0,0,0
10/07/2012,-127.8666667,40.28333333,0,0,0
10/07/2012,-134.8,38.58333333,1,0,0
12/07/2012,-131.4666667,36,1,0,0
08/07/2012,-125.05,47.91666667,1,0,0
08/07/2012,-125.3666667,46.65,1,0,0
08/07/2012,-125.3833333,46.58333333,0,0,0
08/07/2012,-125.4166667,46.43333333,1,0,0
08/07/2012,-125.4666667,46.26666667,0,0,0
08/07/2012,-125.4833333,46.21666667,1,0,0
08/07/2012,-125.05,46.15,1,0,0
08/07/2012,-125.05,46.15,0,0,0
08/07/2012,-125.5333333,46.05,1,0,0
08/07/2012,-125.5333333,46.03333333,1,0,0
09/07/2012,-126.35,44.31666667,1,0,0
09/07/2012,-126.2666667,44.2,0,0,0
09/07/2012,-126.2666667,44.2,1,0,0
09/07/2012,-126.25,44.2,1,0,0
09/07/2012,-126.25,44.18333333,1,0,0
09/07/2012,-126.25,44.18333333,0,0,0
09/07/2012,-126.2333333,44.01666667,0,0,0
09/07/2012,-126.0833333,44.05,0,0,0
09/07/2012,-126.0666667,44.03333333,0,0,0
09/07/2012,-126.9333333,43.96666667,0,0,0
12/07/2012,-131.4666667,36,0,0,0
12/07/2012,-131.6,35.86666667,0,0,0
12/07/2012,-132.05,35.51666667,1,0,0
12/07/2012,-132.4166667,35.48333333,0,0,0
12/07/2012,-132.15,35.45,0,0,0
12/07/2012,-132.0333333,35.18333333,1,0,0
12/07/2012,-132.05,35.01666667,1,0,0
12/07/2012,-132.5666667,35.15,0,0,0
12/07/2012,-132.4833333,35.11666667,1,0,0
12/07/2012,-132.7,35.08333333,1,0,0
12/07/2012,-132.75,35.06666667,1,0,0
12/07/2012,-132.75,35.03333333,1,0,0
12/07/2012,-132.8166667,35.03333333,1,0,0
12/07/2012,-135.8666667,35,1,0,0
13/07/2012,-134.4666667,34.25,1,0,0
13/07/2012,-136.0333333,33.95,1,0,0
13/07/2012,-135.5666667,33.81666667,1,0,0
13/07/2012,-135.5666667,33.81666667,0,0,0
13/07/2012,-135.65,33.8,1,0,0
13/07/2012,-135.0666667,33.78333333,1,0,0
13/07/2012,-135.7166667,33.76666667,1,0,0
13/07/2012,-135.0833333,33.73333333,1,0,0
13/07/2012,-136.0333333,33.68333333,0,0,0
13/07/2012,-136.3666667,33.55,1,0,0
14/07/2012,-138.45,32.98333333,1,0,0
14/07/2012,-138.45,32.9,0,0,0
14/07/2012,-138.45,32.9,1,0,0
14/07/2012,-138.4666667,32.86666667,0,0,0
14/07/2012,-138.4833333,32.08333333,0,0,0
14/07/2012,-138.5833333,32.8,1,0,0
14/07/2012,-138.7,32.78333333,1,0,0
14/07/2012,-135.4,32.81666667,1,0,0
14/07/2012,-139.2833333,32.7,1,0,0
14/07/2012,-139.4666667,32.45,1,0,0
14/07/2012,-139.4666667,32.6,0,0,0
14/07/2012,-139.05,32.56666667,0,0,0
15/07/2012,-140.95,31.03333333,0,0,0
15/07/2012,-141,31.23333333,1,0,0
15/07/2012,-141.0166667,31.2,0,0,0
15/07/2012,-141.1,31.01666667,1,0,0
15/07/2012,-141.1166667,30.96666667,1,0,0
15/07/2012,-141.15,30.91666667,1,0,0
15/07/2012,-141.0166667,30.85,1,0,0
15/07/2012,-141.0166667,30.85,0,0,0
15/07/2012,-141.25,30.81666667,0,0,0
15/07/2012,-141.25,30.81666667,1,0,0
15/07/2012,-141.2,30.8,0,0,0
15/07/2012,-141.2166667,30.78333333,0,0,0
15/07/2012,-141.2833333,30.68333333,1,0,0
15/07/2012,-141.3166667,30.63333333,1,0,0
15/07/2012,-141.35,30.58333333,1,0,0
16/07/2012,-142.5833333,28.6,1,0,0
16/07/2012,-142.9,28.48333333,0,0,0
16/07/2012,-143.05,28.36666667,1,0,0
16/07/2012,-143.7333333,27.6,0,0,0
18/07/2012,-149.05,26.03333333,0,0,0
18/07/2012,-148.0666667,26.13333333,0,0,0
18/07/2012,-149.0666667,26.01666667,0,0,0
02/08/2012,-158.9833333,22.95,0,0,0
03/08/2012,-157.9666667,24.38333333,1,0,0
04/08/2012,-156.36795,26.98748333,0,0,0
04/08/2012,-156.3431333,27.03045,1,0,0
04/08/2012,-156.3404833,27.03581667,0,0,0
04/08/2012,-156.2534333,27.26868333,1,0,0
04/08/2012,-156.2495,27.28561667,1,0,0
04/08/2012,-156.2438167,27.30766667,0,0,0
04/08/2012,-156.2177833,27.44526667,0,0,0
04/08/2012,-156.2097,27.47301667,0,0,0
04/08/2012,-156.2057833,27.48636667,1,0,0
04/08/2012,-156.1763833,27.6232,0,0,0
05/08/2012,-155.942,29.3461333,1,0,0
05/08/2012,-155.9425333,29.34613333,1,0,0
05/08/2012,-155.9137833,29.40985,0,0,0
05/08/2012,-155.8351667,29.51083333,0,0,0
05/08/2012,-155.5,29.5,1,0,0
05/08/2012,-155.5,29.5,0,0,0
05/08/2012,-155.6670167,29.71466667,1,0,0
05/08/2012,-155.5620667,29.82098333,1,0,0
05/08/2012,-155.5550167,29.85731667,1,0,0
05/08/2012,-155.53605,29.88608333,1,0,0
05/08/2012,-155.46195,29.96505,1,0,0
05/08/2012,-155.2863,30.2245,1,0,0
06/08/2012,-154.5360167,31.31356667,1,0,0
06/08/2012,-154.5333333,31.3,1,0,0
06/08/2012,-154.5194833,31.33283333,1,0,0
06/08/2012,-154.5113,31.34115,1,0,0
06/08/2012,-154.5087333,31.34468333,1,0,0
06/08/2012,-154.5237667,31.35715,0,0,0
06/08/2012,-154.4833333,31.35,1,0,0
06/08/2012,-154.4833333,31.35,0,0,0
06/08/2012,-154.3833333,31.48333333,1,0,0
06/08/2012,-154.3666667,31.5,1,0,0
06/08/2012,-154.35333,31.6333,1,0,0
06/08/2012,-154.35,31.6,1,0,0
06/08/2012,-154.35,31.51666667,0,0,0
06/08/2012,-154.35,31.51666667,1,0,0
06/08/2012,-154.35705,31.53333333,0,0,0
06/08/2012,-154.3554833,31.53333333,1,0,0
06/08/2012,-154.3554833,31.53333333,0,0,0
06/08/2012,-154.35,31.53333333,0,0,0
06/08/2012,-154.3536667,31.53333333,0,0,0
06/08/2012,-154.3333333,31.55,0,0,0
06/08/2012,-154.7122,31.53333333,0,0,0
06/08/2012,-154.3333333,31.63333333,0,0,0
06/08/2012,-154.0959,31.86838,1,0,0
06/08/2012,-154.0959,31.86838333,1,0,0
06/08/2012,-154.0947333,31.87393333,1,0,0
06/08/2012,-154.0788833,31.93491667,1,0,0
06/08/2012,-154.077,31.93821667,1,0,0
06/08/2012,-154.0525167,32.03548222,1,0,0
06/08/2012,-154.0525167,32.03548333,1,0,0
06/08/2012,-154.052517,32.03548,1,0,0
06/08/2012,-154.0379167,32.07958333,1,0,0
06/08/2012,-154.0327,32.09861667,1,0,0
06/08/2012,-154.0290167,32.1061,1,0,0
06/08/2012,-154.0277167,32.10975,1,0,0
06/08/2012,-154.0242167,32.12558333,1,0,0
06/08/2012,-154.0234167,32.13045,1,0,0
07/08/2012,-153.2556667,33.11666667,1,0,0
07/08/2012,-153.1999833,33.1881333,1,0,0
07/08/2012,-153.1999833,33.1881,1,0,0
07/08/2012,-153.1408667,33.29238333,1,0,0
07/08/2012,-153.1408667,33.29238,1,0,0
07/08/2012,-153.13875,33.298,1,0,0
07/08/2012,-153.0066667,33.47541667,1,0,0
07/08/2012,-152.98595,33.5006,1,0,0
07/08/2012,-152.9800167,33.50753333,1,0,0
07/08/2012,-152.9707,33.51848333,1,0,0
07/08/2012,-152.9531667,33.5231,1,0,0
07/08/2012,-158.7150333,33.58178333,1,0,0
07/08/2012,-152.9289,33.6671,1,0,0
07/08/2012,-152.8438,33.66908333,1,0,0
07/08/2012,-152.8392,33.6742,1,0,0
07/08/2012,-152.839222,33.67422,1,0,0
07/08/2012,-152.8340833,33.67966667,1,0,0
07/08/2012,-152.7814667,33.73781667,1,0,0
07/08/2012,-152.7558833,33.76705,1,0,0
07/08/2012,-152.7411333,33.788,1,0,0
07/08/2012,-152.7227333,33.81118333,1,0,0
07/08/2012,-152.7184833,33.81743333,1,0,0
07/08/2012,-152.7167167,33.82041667,1,0,0
07/08/2012,-152.7167167,33.820417,1,0,0
07/08/2012,-152.7105667,33.8284,1,0,0
07/08/2012,-152.6957667,33.85018333,1,0,0
08/08/2012,-151.89,34.74183333,1,0,0
08/08/2012,-151.8519667,34.78305,1,0,0
08/08/2012,-151.82875,34.80555,1,0,0
08/08/2012,-151.7814,34.85271667,1,0,0
08/08/2012,-151.7697167,34.8653,1,0,0
08/08/2012,-151.7815333,34.85325,1,0,0
08/08/2012,-151.7587833,34.87623333,1,0,0
08/08/2012,-151.7566,34.87851667,1,0,0
08/08/2012,-151.7380833,34.89485,1,0,0
08/08/2012,-151.7355167,34.89741667,1,0,0
08/08/2012,-151.7417833,34.9083,1,0,0
08/08/2012,-151.7187667,34.91393333,1,0,0
08/08/2012,-151.7004,34.91858333,1,0,0
08/08/2012,-151.7150667,34.91908333,1,0,0
08/08/2012,-151.7038667,34.93153333,1,0,0
08/08/2012,-151.6905833,34.94695,1,0,0
08/08/2012,-151.67185,34.96636667,1,0,0
08/08/2012,-151.64605,34.99318333,1,0,0
08/08/2012,-151.6421667,34.99795,1,0,0
08/08/2012,-151.6368333,35.00471667,1,0,0
08/08/2012,-151.6346333,35.0075,1,0,0
08/08/2012,-151.6334167,35.00903333,1,0,0
08/08/2012,-151.6303333,35.01286667,1,0,0
08/08/2012,-151.6284833,35.01525,1,0,0
08/08/2012,-131.6270167,35.00038333,1,0,0
08/08/2012,-151.6255833,35.0188,1,0,0
08/08/2012,-151.6236,35.0214,1,0,0
08/08/2012,-151.6219,35.02363333,1,0,0
08/08/2012,-151.6195167,35.02686667,1,0,0
08/08/2012,-151.61835,35.02823333,1,0,0
08/08/2012,-151.61745,35.02966667,1,0,0
08/08/2012,-151.6129167,35.03603333,1,0,0
08/08/2012,-151.6067,35.04536667,1,0,0
08/08/2012,-151.5969,35.0577,1,0,0
08/08/2012,-151.5927667,35.06261667,1,0,0
08/08/2012,-151.57835,35.07885,1,0,0
08/08/2012,-151.9108333,35.07816667,1,0,0
08/08/2012,-151.5731667,35.0672,1,0,0
08/08/2012,-151.5666167,35.09511667,1,0,0
08/08/2012,-151.56085,35.10411667,1,0,0
08/08/2012,-151.5589833,35.10658333,1,0,0
08/08/2012,-151.5567833,35.10956667,1,0,0
08/08/2012,-151.55115,35.117,1,0,0
08/08/2012,-151.5468167,35.12175,1,0,0
08/08/2012,-151.54395,35.12568333,1,0,0
08/08/2012,-151.54105,35.13013333,1,0,0
08/08/2012,-151.5385167,35.13398333,1,0,0
08/08/2012,-151.5354167,35.15496667,1,0,0
08/08/2012,-151.5312667,35.14375,1,0,0
08/08/2012,-151.5268167,35.15005,1,0,0
08/08/2012,-151.5241667,35.15356667,1,0,0
08/08/2012,-151.5194333,35.15985,1,0,0
08/08/2012,-151.5167833,35.15831667,1,0,0
08/08/2012,-151.51425,35.16611667,1,0,0
08/08/2012,-151.5126,35.15278333,1,0,0
08/08/2012,-151.5088333,35.1737,1,0,0
08/08/2012,-151.5062333,35.17653333,1,0,0
08/08/2012,-151.4916,35.19446667,1,0,0
08/08/2012,-151.43245,35.27016667,1,0,0
08/08/2012,-151.4090333,35.30028333,1,0,0
08/08/2012,-151.40755,35.30233333,1,0,0
08/08/2012,-151.3520833,35.36723333,1,0,0
08/08/2012,-151.3479333,35.37173333,1,0,0
09/08/2012,-150.06425,36.79903333,1,0,0
09/08/2012,-150.05455,36.80768333,1,0,0
09/08/2012,-150.0533667,36.83743333,1,0,0
09/08/2012,-149.9772333,36.87528333,1,0,0
09/08/2012,-149.9366667,36.90883333,1,0,0
09/08/2012,-149.6137667,37.17481667,1,0,0
09/08/2012,-149.5947167,37.19016667,1,0,0
09/08/2012,-149.3288333,37.39501667,1,0,0
09/08/2012,-149.3068167,37.41501667,1,0,0
09/08/2012,-149.27295,37.443,1,0,0
10/08/2012,-148.1579833,38.42856667,1,0,0
10/08/2012,-147.6875,38.95018333,1,0,0
10/08/2012,-147.6660833,38.97491667,1,0,0
10/08/2012,-147.62175,39.02433333,1,0,0
10/08/2012,-147.6117667,39.03496667,1,0,0
10/08/2012,-147.6105833,39.03635,1,0,0
10/08/2012,-147.45475,39.17636667,1,0,0
10/08/2012,-147.4275167,39.19975,1,0,0
10/08/2012,-147.3324,39.28558333,1,0,0
11/08/2012,-146.378,40.14065,1,0,0
11/08/2012,-146.3769167,40.14916667,1,0,0
11/08/2012,-146.3680833,40.07468333,1,0,0
11/08/2012,-146.3490333,40.27593333,1,0,0
11/08/2012,-133.5011667,40.79955,1,0,0
11/08/2012,-145.0602833,41.00045,1,0,0
12/08/2012,-142.4318833,42.27208333,1,0,0
13/08/2012,-138.4206667,43.9461,1,0,0
11/07/2012,-132.5833333,35.55,0,0,0
13/07/2012,-137.9166667,32.58333333,0,0,0
13/07/2012,-140.7166667,30.91666667,0,0,0
13/07/2012,-140.1,31.31666667,1,0,0
13/07/2012,-136.6333333,34.51666667,1,0,0
14/07/2012,-138.5333333,33.95,1,0,0
15/07/2012,-156.4333333,21.1,0,0,0
16/07/2012,-156.6,21.26666667,0,0,0
07/08/2012,-152.7558833,33.76705,0,0,0
07/08/2012,-152.7227333,33.81118333,0,0,0
08/08/2012,-151.9108333,35.07816667,0,0,0
11/08/2012,-146.3769167,40.14916667,0,0,0
11/08/2012,-133.5011667,40.79955,0,0,0
16/08/2012,-124.7666667,48.81666667,0,0,0
13/07/2012,-137.05,33.3,1,0,0
14/07/2012,-144.5333333,29.28333333,1,0,0
14/07/2012,-142.3666667,32.51666667,0,0,0
14/07/2012,-139.9833333,35.38333333,0,0,0
14/07/2012,-134.0666667,36.1,1,0,0
14/07/2012,-139.4,33.78333333,0,0,0
14/07/2012,-139.7333333,32.55,0,0,0
15/07/2012,-147.85,26.7,1,0,0
15/07/2012,-145.1,30.11666667,0,0,0
15/07/2012,-142.35,34.13333333,1,0,0
15/07/2012,-142.3666667,32.58333333,0,0,0
16/07/2012,-147.6833333,28.71666667,0,0,0
16/07/2012,-148.05,28,1,0,0
16/07/2012,-146.05,28.55,0,0,0
16/07/2012,-144.75,33.11666667,1,0,0
16/07/2012,-146.9666667,28.51666667,0,0,0
17/07/2012,-150.05,25.93333333,0,0,0
17/07/2012,-149.6333333,26.85,0,0,0
17/07/2012,-148.6833333,26.36666667,1,0,0
17/07/2012,-146.0833333,32.08333333,0,0,0
17/07/2012,-144.5166667,29.08333333,0,0,0
18/07/2012,-154.1833333,23.45,1,0,0
18/07/2012,-150.7333333,24.01666667,1,0,0
18/07/2012,-149.05,30.4,1,0,0
18/07/2012,-150.0833333,27.71666667,0,0,0
18/07/2012,-152.05,24.86666667,1,0,0
09/07/2012,-126.7,41.23333333,1,0,0
09/07/2012,-126.3666667,42.03333333,1,0,0
10/07/2012,-128.9666667,37.53333333,1,0,0
11/07/2012,-134.1333333,34.55,0,0,0
12/07/2012,-134.05,33.56666667,0,0,0
18/07/2012,-143.5833333,31.86666667,0,0,0
20/07/2012,-156.6166667,21.05,1,0,0
20/07/2012,-152.45,26.43333333,1,0,0
21/07/2012,-156.0333333,21.61666667,1,0,0
04/08/2012,-156.9333333,27.3,1,0,0
04/08/2012,-156.5666667,21.55,1,0,0
05/08/2012,-157,30.06666667,1,0,0
05/08/2012,-155.9333333,24.3,1,0,0
05/08/2012,-156.6,24.51666667,1,0,0
06/08/2012,-154.5666667,27.33333333,1,1,0
09/08/2012,-144.9,42.31666667,1,0,0
11/08/2012,-131.0333333,47.98333333,1,0,0
11/08/2012,-140.1666667,47.93333333,1,0,0
12/08/2012,-140.6166667,44.75,1,0,0
12/08/2012,-135.65,46.36666667,1,0,0
12/08/2012,-135.2166667,48.56666667,1,0,0
12/08/2012,-132.85,46.9,1,0,0
12/08/2012,-139.2833333,45.73333333,1,0,0
13/08/2012,-136.7,46.05,1,0,0
13/08/2012,-130.3333333,48.5,1,0,0
13/08/2012,-130.6,48.7,1,0,0
13/08/2012,-129.35,47.66666667,1,0,0
13/08/2012,-131.7,47.6,1,0,0
13/08/2012,-136.0833333,46.56666667,1,0,0
13/08/2012,-138.45,43.91666667,1,0,0
14/08/2012,-136.7,46.05,1,0,0
14/08/2012,-138.3833333,45.13333333,1,0,0
14/08/2012,-125.95,48.8,1,0,0
14/08/2012,-127.5833333,48.2,1,0,0
14/08/2012,-135.15,45.26666667,1,0,0
15/08/2012,-127.8833333,48.66666667,1,0,0
15/08/2012,-134.4666667,46.65,1,0,0
15/08/2012,-129.5833333,48.75,1,0,0
15/08/2012,-131.65,46.5,1,0,0
16/08/2012,-130.3166667,47.93333333,1,0,0
16/08/2012,-124.7666667,48.81666667,1,0,0
16/08/2012,-127.6333333,47.68333333,1,0,0
17/08/2012,-125.6333333,48.4,1,0,0
17/08/2012,-140.9833333,45.1,1,0,0
04/08/2012,-151.8666667,34.41666667,1,0,0
04/08/2012,-153.95,33.56666667,1,0,0
04/08/2012,-156.1833333,27.53333333,1,0,0
05/08/2012,-149.2,37.06666667,1,0,0
05/08/2012,-152.2666667,34.85,1,0,0
05/08/2012,-151.1166667,37.63333333,1,0,0
05/08/2012,-152.2,35.01666667,1,0,0
05/08/2012,-155.4,30.01666667,1,0,0
06/08/2012,-150.6166667,36.9,1,0,0
06/08/2012,-156.6166667,27.25,1,0,0
06/08/2012,-150.2166667,38.28333333,1,0,0
06/08/2012,-150.9166667,35.75,1,0,0
07/08/2012,-148.6166667,38.45,1,0,0
07/08/2012,-153.85,30.13333333,1,0,0
07/08/2012,-127.3333333,40.1,1,0,0
07/08/2012,-156.3833333,30.06666667,1,0,0
07/08/2012,-147.0666667,40.28333333,1,0,0
07/08/2012,-155.9833333,31.76666667,1,0,0
07/08/2012,-150.1833333,37.53333333,1,0,0
08/08/2012,-147.0333333,40.1,1,0,0
08/08/2012,-155.9833333,31.96666667,1,0,0
08/08/2012,-147.5833333,40.9,1,0,0
08/08/2012,-155.8,32.98333333,1,0,0
08/08/2012,-149.3666667,39.45,1,0,0
09/08/2012,-148.85,38.23333333,1,0,0
09/08/2012,-140.2,45.46666667,1,0,0
09/08/2012,-144.2333333,42.86666667,1,0,0
09/08/2012,-155.4166667,33.45,1,0,0
09/08/2012,-155.7166667,33.78333333,1,0,0
10/08/2012,-148.8666667,40.03333333,1,0,0
10/08/2012,-155.3166667,34.66666667,1,0,0
10/08/2012,-155.75,35.01666667,1,0,0
11/08/2012,-149.6666667,40.81666667,1,0,0
11/08/2012,-153.35,35.93333333,1,0,0
11/08/2012,-155.85,36.51666667,1,0,0
11/08/2012,-142.3166667,44.23333333,1,0,0
12/08/2012,-145.6166667,42.78333333,1,0,0
12/08/2012,-152.9,38,1,0,0
12/08/2012,-141.45,42.71666667,1,0,0
13/08/2012,-141.5833333,43.78333333,1,0,0
13/08/2012,-150.1666667,39.33333333,1,0,0
14/08/2012,-149,41,1,0,0
16/08/2012,-143.85,44.26666667,1,0,0
16/08/2012,-145.55,43.23333333,1,0,0
17/08/2012,-143.05,43.63333333,1,0,0
04/08/2012,-151.8333333,34.95,1,0,0
04/08/2012,-151.9,34.31666667,1,0,0
05/08/2012,-151.3333333,36.36666667,1,0,0
07/08/2012,-153.2833333,34.36666667,1,0,0
07/08/2012,-149.3,39.4,1,0,0
07/08/2012,-152.6666667,33.86666667,1,0,0
08/08/2012,-151.3833333,36.43333333,1,0,0
08/08/2012,-142.6166667,43,1,0,0
08/08/2012,-152.7166667,32.58333333,1,0,0
